conversation_id,user_id,start_time,end_time,duration_minutes,category,satisfaction_score,is_resolved
conv_000256,user_00109,2025-08-09 11:42:01.481404,2025-08-09 11:47:01.481404,5,billing_question,3,True
conv_000257,user_00254,2025-07-23 04:22:30.481404,2025-07-23 04:23:30.481404,1,customer_support,3,True
conv_000258,user_00885,2025-09-07 06:02:23.481404,2025-09-07 06:20:23.481404,18,product_inquiry,3,True
conv_000259,user_00957,2025-09-03 14:12:53.481404,2025-09-03 14:27:53.481404,15,product_inquiry,3,True
conv_000260,user_00528,2025-08-23 19:51:52.481404,2025-08-23 20:11:52.481404,20,technical_help,4,False
conv_000261,user_00968,2025-08-16 16:25:37.481404,2025-08-16 16:35:37.481404,10,billing_question,3,True
conv_000262,user_00362,2025-07-14 05:29:17.481404,2025-07-14 05:31:17.481404,2,technical_help,4,True
conv_000263,user_00864,2025-09-11 00:38:33.481404,2025-09-11 00:47:33.481404,9,technical_help,5,False
conv_000264,user_00111,2025-08-20 08:14:27.481404,2025-08-20 08:32:27.481404,18,technical_help,5,True
conv_000265,user_00413,2025-08-14 00:48:08.481404,2025-08-14 00:50:08.481404,2,billing_question,3,True
conv_000266,user_00200,2025-08-13 16:50:52.481404,2025-08-13 16:55:52.481404,5,technical_help,2,True
conv_000267,user_00462,2025-09-21 17:17:49.481404,2025-09-21 17:22:49.481404,5,technical_help,4,True
conv_000268,user_00122,2025-07-21 23:54:49.481404,2025-07-22 00:02:49.481404,8,billing_question,4,True
conv_000269,user_00348,2025-09-01 15:56:55.481404,2025-09-01 15:59:55.481404,3,product_inquiry,2,True
conv_000270,user_00412,2025-08-27 01:22:20.481404,2025-08-27 01:34:20.481404,12,customer_support,4,False
conv_000271,user_00342,2025-09-25 13:28:57.481404,2025-09-25 13:37:57.481404,9,feature_request,4,False
conv_000272,user_00915,2025-08-28 13:19:18.481404,2025-08-28 13:28:18.481404,9,technical_help,5,True
conv_000273,user_00403,2025-09-07 08:39:23.481404,2025-09-07 08:53:23.481404,14,feature_request,4,True
conv_000274,user_00522,2025-08-30 04:32:53.481404,2025-08-30 04:52:53.481404,20,general_feedback,5,True
conv_000275,user_00836,2025-07-11 02:52:23.481404,2025-07-11 02:59:23.481404,7,technical_help,5,False
conv_000276,user_00427,2025-09-04 04:13:51.481404,2025-09-04 04:27:51.481404,14,general_feedback,5,True
conv_000277,user_00612,2025-08-24 13:58:54.481404,2025-08-24 14:11:54.481404,13,general_feedback,5,True
conv_000278,user_00739,2025-07-14 11:46:21.481404,2025-07-14 11:55:21.481404,9,product_inquiry,5,True
conv_000279,user_00635,2025-09-22 17:04:10.481404,2025-09-22 17:12:10.481404,8,product_inquiry,5,True
conv_000280,user_00587,2025-09-15 12:26:18.481404,2025-09-15 12:27:18.481404,1,product_inquiry,2,True
conv_000281,user_00429,2025-07-24 04:58:00.481404,2025-07-24 05:06:00.481404,8,general_feedback,3,True
conv_000282,user_00794,2025-09-06 20:57:12.481404,2025-09-06 21:17:12.481404,20,general_feedback,5,False
conv_000283,user_00142,2025-08-28 20:43:33.481404,2025-08-28 20:54:33.481404,11,feature_request,4,True
conv_000284,user_00490,2025-08-29 12:33:24.481404,2025-08-29 12:41:24.481404,8,technical_help,3,True
conv_000285,user_00546,2025-08-11 17:47:10.481404,2025-08-11 18:03:10.481404,16,general_feedback,5,True
conv_000286,user_00823,2025-09-14 19:38:36.481404,2025-09-14 19:41:36.481404,3,feature_request,3,False
conv_000287,user_00253,2025-08-05 14:14:18.481404,2025-08-05 14:28:18.481404,14,product_inquiry,4,True
conv_000288,user_00722,2025-07-29 15:05:55.481404,2025-07-29 15:46:55.481404,41,technical_help,5,True
conv_000289,user_00957,2025-09-24 17:32:06.481404,2025-09-24 17:45:06.481404,13,technical_help,3,True
conv_000290,user_00557,2025-08-15 08:51:28.481404,2025-08-15 09:26:28.481404,35,technical_help,4,True
conv_000291,user_00295,2025-09-16 20:10:34.481404,2025-09-16 20:13:34.481404,3,technical_help,4,True
conv_000292,user_00766,2025-08-25 00:26:31.481404,2025-08-25 00:37:31.481404,11,product_inquiry,5,True
conv_000293,user_00576,2025-09-15 02:18:11.481404,2025-09-15 02:24:11.481404,6,product_inquiry,3,True
conv_000294,user_00601,2025-08-01 17:40:26.481404,2025-08-01 17:52:26.481404,12,customer_support,5,True
conv_000295,user_00232,2025-09-09 10:37:29.481404,2025-09-09 10:49:29.481404,12,customer_support,3,True
conv_000296,user_00735,2025-08-24 08:53:14.481404,2025-08-24 08:56:14.481404,3,general_feedback,3,False
conv_000297,user_00564,2025-07-24 20:08:08.481404,2025-07-24 20:16:08.481404,8,general_feedback,4,True
conv_000298,user_00205,2025-09-20 21:30:24.481404,2025-09-20 21:44:24.481404,14,technical_help,4,True
conv_000299,user_00930,2025-09-22 03:21:55.481404,2025-09-22 03:28:55.481404,7,general_feedback,5,True
conv_000300,user_00757,2025-09-17 17:05:33.481404,2025-09-17 17:17:33.481404,12,product_inquiry,5,True
conv_000301,user_00181,2025-10-06 19:00:38.481404,2025-10-06 19:01:38.481404,1,billing_question,3,False
conv_000302,user_00767,2025-10-02 04:41:27.481404,2025-10-02 04:47:27.481404,6,customer_support,3,True
conv_000303,user_00618,2025-07-19 22:08:06.481404,2025-07-19 22:23:06.481404,15,technical_help,4,True
conv_000304,user_00557,2025-08-29 09:51:25.481404,2025-08-29 10:32:25.481404,41,product_inquiry,5,True
conv_000305,user_00198,2025-09-26 00:46:45.481404,2025-09-26 00:54:45.481404,8,technical_help,3,True
conv_000306,user_00664,2025-08-03 11:34:37.481404,2025-08-03 11:44:37.481404,10,customer_support,5,True
conv_000307,user_00303,2025-09-02 15:07:57.481404,2025-09-02 15:18:57.481404,11,product_inquiry,5,True
conv_000308,user_00919,2025-08-17 20:58:02.481404,2025-08-17 21:06:02.481404,8,feature_request,4,False
conv_000309,user_00686,2025-07-18 18:22:11.481404,2025-07-18 18:32:11.481404,10,product_inquiry,4,True
conv_000310,user_00255,2025-07-10 04:01:18.481404,2025-07-10 04:14:18.481404,13,billing_question,3,True
conv_000311,user_00274,2025-08-10 12:11:20.481404,2025-08-10 12:17:20.481404,6,feature_request,5,True
conv_000312,user_00268,2025-09-10 23:17:56.481404,2025-09-10 23:33:56.481404,16,general_feedback,3,False
conv_000313,user_00122,2025-08-23 16:33:19.481404,2025-08-23 16:47:19.481404,14,product_inquiry,4,True
conv_000314,user_00946,2025-10-04 09:53:00.481404,2025-10-04 10:07:00.481404,14,general_feedback,3,True
conv_000315,user_00964,2025-08-07 03:35:37.481404,2025-08-07 03:42:37.481404,7,feature_request,3,True
conv_000316,user_00137,2025-08-24 22:21:03.481404,2025-08-24 22:25:03.481404,4,billing_question,5,True
conv_000317,user_00383,2025-08-18 21:05:48.481404,2025-08-18 21:15:48.481404,10,billing_question,5,True
conv_000318,user_00846,2025-07-30 17:02:32.481404,2025-07-30 17:14:32.481404,12,general_feedback,5,True
conv_000319,user_00084,2025-08-29 12:37:32.481404,2025-08-29 13:15:32.481404,38,feature_request,5,True
conv_000320,user_00940,2025-09-02 06:42:53.481404,2025-09-02 06:50:53.481404,8,customer_support,5,True
conv_000321,user_00208,2025-09-03 02:35:52.481404,2025-09-03 02:45:52.481404,10,product_inquiry,3,True
conv_000322,user_00533,2025-08-21 09:40:10.481404,2025-08-21 09:43:10.481404,3,general_feedback,3,True
conv_000323,user_00501,2025-07-18 08:00:56.481404,2025-07-18 08:19:56.481404,19,customer_support,4,False
conv_000324,user_00426,2025-08-22 20:31:26.481404,2025-08-22 20:36:26.481404,5,customer_support,4,True
conv_000325,user_00827,2025-08-08 10:11:36.481404,2025-08-08 10:16:36.481404,5,billing_question,4,True
conv_000326,user_00764,2025-07-30 15:51:11.481404,2025-07-30 15:58:11.481404,7,customer_support,4,True
conv_000327,user_00066,2025-08-31 01:06:31.481404,2025-08-31 01:08:31.481404,2,customer_support,4,False
conv_000328,user_00419,2025-07-26 23:29:35.481404,2025-07-26 23:33:35.481404,4,general_feedback,5,True
conv_000329,user_00431,2025-08-14 20:39:48.481404,2025-08-14 21:13:48.481404,34,billing_question,5,True
conv_000330,user_00700,2025-09-11 18:11:41.481404,2025-09-11 18:55:41.481404,44,product_inquiry,5,True
conv_000331,user_00122,2025-07-26 19:58:48.481404,2025-07-26 20:15:48.481404,17,feature_request,3,True
conv_000332,user_00229,2025-09-28 13:22:54.481404,2025-09-28 13:24:54.481404,2,customer_support,4,True
conv_000333,user_00737,2025-08-31 08:45:21.481404,2025-08-31 08:53:21.481404,8,feature_request,4,True
conv_000334,user_00254,2025-08-23 05:26:27.481404,2025-08-23 05:29:27.481404,3,product_inquiry,3,False
conv_000335,user_00897,2025-09-17 21:32:04.481404,2025-09-17 21:40:04.481404,8,customer_support,5,True
conv_000336,user_00785,2025-10-03 07:24:30.481404,2025-10-03 07:26:30.481404,2,product_inquiry,3,False
conv_000337,user_00609,2025-07-12 18:20:41.481404,2025-07-12 18:24:41.481404,4,feature_request,4,True
conv_000338,user_00050,2025-08-02 06:22:41.481404,2025-08-02 06:24:41.481404,2,billing_question,4,True
conv_000339,user_00223,2025-09-20 17:57:08.481404,2025-09-20 18:10:08.481404,13,product_inquiry,5,True
conv_000340,user_00240,2025-09-26 17:01:34.481404,2025-09-26 17:16:34.481404,15,feature_request,5,True
conv_000341,user_00839,2025-08-09 15:18:36.481404,2025-08-09 15:20:36.481404,2,technical_help,2,True
conv_000342,user_00534,2025-07-30 23:10:23.481404,2025-07-30 23:28:23.481404,18,technical_help,4,False
conv_000343,user_00972,2025-09-04 22:47:26.481404,2025-09-04 22:51:26.481404,4,general_feedback,5,True
conv_000344,user_00508,2025-07-14 01:21:15.481404,2025-07-14 01:37:15.481404,16,general_feedback,5,True
conv_000345,user_00538,2025-08-09 10:48:41.481404,2025-08-09 11:06:41.481404,18,billing_question,3,True
conv_000346,user_00189,2025-09-20 18:01:23.481404,2025-09-20 18:11:23.481404,10,billing_question,3,True
conv_000347,user_00308,2025-09-30 18:19:20.481404,2025-09-30 18:21:20.481404,2,billing_question,2,True
conv_000348,user_00992,2025-08-18 22:38:24.481404,2025-08-18 23:23:24.481404,45,feature_request,4,True
conv_000349,user_00262,2025-07-29 05:54:55.481404,2025-07-29 06:01:55.481404,7,general_feedback,3,True
conv_000350,user_00868,2025-08-14 12:46:46.481404,2025-08-14 12:49:46.481404,3,feature_request,5,True
conv_000351,user_00053,2025-08-04 13:40:02.481404,2025-08-04 14:14:02.481404,34,general_feedback,5,True
conv_000352,user_00895,2025-07-16 13:42:22.481404,2025-07-16 13:53:22.481404,11,feature_request,5,True
conv_000353,user_00223,2025-08-25 01:10:33.481404,2025-08-25 01:33:33.481404,23,technical_help,5,True
conv_000354,user_00016,2025-07-30 01:39:15.481404,2025-07-30 01:50:15.481404,11,general_feedback,3,True
conv_000355,user_00773,2025-08-25 00:04:22.481404,2025-08-25 00:16:22.481404,12,general_feedback,5,True
conv_000356,user_00407,2025-10-06 08:30:20.481404,2025-10-06 08:42:20.481404,12,feature_request,4,True
conv_000357,user_00390,2025-08-23 18:32:55.481404,2025-08-23 18:42:55.481404,10,general_feedback,4,True
conv_000358,user_00369,2025-08-28 07:03:19.481404,2025-08-28 07:12:19.481404,9,billing_question,3,True
conv_000359,user_00740,2025-08-24 02:05:54.481404,2025-08-24 02:12:54.481404,7,product_inquiry,4,True
conv_000360,user_00047,2025-09-02 02:53:02.481404,2025-09-02 03:05:02.481404,12,general_feedback,3,False
conv_000361,user_00567,2025-09-04 04:59:57.481404,2025-09-04 05:07:57.481404,8,technical_help,3,False
conv_000362,user_00236,2025-08-15 09:11:49.481404,2025-08-15 09:23:49.481404,12,billing_question,5,True
conv_000363,user_00702,2025-08-11 06:41:17.481404,2025-08-11 06:54:17.481404,13,billing_question,5,True
conv_000364,user_00503,2025-08-23 05:54:56.481404,2025-08-23 06:14:56.481404,20,general_feedback,5,False
conv_000365,user_00738,2025-08-31 13:39:05.481404,2025-08-31 13:59:05.481404,20,product_inquiry,5,True
conv_000366,user_00981,2025-07-15 04:57:43.481404,2025-07-15 05:02:43.481404,5,customer_support,2,True
conv_000367,user_00685,2025-07-14 05:09:11.481404,2025-07-14 05:10:11.481404,1,billing_question,2,True
conv_000368,user_00237,2025-07-16 02:28:59.481404,2025-07-16 02:37:59.481404,9,customer_support,3,True
conv_000369,user_00383,2025-07-15 08:57:55.481404,2025-07-15 09:06:55.481404,9,general_feedback,4,False
conv_000370,user_00545,2025-09-01 01:31:44.481404,2025-09-01 01:49:44.481404,18,customer_support,3,True
conv_000371,user_00282,2025-08-30 12:27:59.481404,2025-08-30 12:33:59.481404,6,customer_support,5,True
conv_000372,user_00691,2025-08-20 07:24:52.481404,2025-08-20 07:45:52.481404,21,customer_support,4,True
conv_000373,user_00247,2025-07-28 03:20:25.481404,2025-07-28 03:30:25.481404,10,technical_help,4,True
conv_000374,user_00407,2025-07-17 04:14:04.481404,2025-07-17 04:30:04.481404,16,billing_question,4,True
conv_000375,user_00714,2025-07-31 10:23:30.481404,2025-07-31 10:37:30.481404,14,general_feedback,3,True
conv_000376,user_00879,2025-09-10 14:28:12.481404,2025-09-10 14:29:12.481404,1,customer_support,3,True
conv_000377,user_00566,2025-08-24 17:16:43.481404,2025-08-24 17:18:43.481404,2,general_feedback,3,True
conv_000378,user_00085,2025-08-27 00:51:39.481404,2025-08-27 00:59:39.481404,8,general_feedback,4,True
conv_000379,user_00879,2025-07-18 18:18:56.481404,2025-07-18 18:23:56.481404,5,customer_support,2,True
conv_000380,user_00889,2025-09-14 17:15:13.481404,2025-09-14 17:35:13.481404,20,technical_help,3,True
conv_000381,user_00701,2025-10-07 08:52:31.481404,2025-10-07 08:58:31.481404,6,feature_request,5,True
conv_000382,user_00184,2025-09-30 01:44:46.481404,2025-09-30 01:51:46.481404,7,customer_support,3,True
conv_000383,user_00771,2025-09-27 04:27:15.481404,2025-09-27 04:35:15.481404,8,customer_support,4,False
conv_000384,user_00247,2025-09-02 12:36:12.481404,2025-09-02 12:44:12.481404,8,general_feedback,5,True
conv_000385,user_00774,2025-09-19 07:50:15.481404,2025-09-19 07:59:15.481404,9,general_feedback,5,False
conv_000386,user_00764,2025-08-12 02:01:02.481404,2025-08-12 02:07:02.481404,6,customer_support,4,True
conv_000387,user_00078,2025-08-11 13:44:42.481404,2025-08-11 13:52:42.481404,8,technical_help,3,True
conv_000388,user_00803,2025-08-22 05:57:51.481404,2025-08-22 06:17:51.481404,20,product_inquiry,4,True
conv_000389,user_00385,2025-08-20 10:23:06.481404,2025-08-20 10:33:06.481404,10,general_feedback,5,True
conv_000390,user_00088,2025-09-22 11:23:12.481404,2025-09-22 11:37:12.481404,14,product_inquiry,5,False
conv_000391,user_00275,2025-07-24 11:28:02.481404,2025-07-24 11:45:02.481404,17,general_feedback,5,False
conv_000392,user_00399,2025-08-09 06:01:12.481404,2025-08-09 06:34:12.481404,33,customer_support,4,False
conv_000393,user_00316,2025-08-21 16:24:57.481404,2025-08-21 16:40:57.481404,16,technical_help,3,False
conv_000394,user_00192,2025-08-20 08:21:41.481404,2025-08-20 08:59:41.481404,38,feature_request,5,True
conv_000395,user_00106,2025-07-12 01:18:03.481404,2025-07-12 01:21:03.481404,3,technical_help,5,False
conv_000396,user_00613,2025-09-23 15:58:51.481404,2025-09-23 16:28:51.481404,30,billing_question,4,True
conv_000397,user_00398,2025-09-23 03:42:07.481404,2025-09-23 03:49:07.481404,7,general_feedback,5,True
conv_000398,user_00249,2025-09-03 00:52:14.481404,2025-09-03 01:02:14.481404,10,general_feedback,4,False
conv_000399,user_00276,2025-08-07 17:47:35.481404,2025-08-07 18:14:35.481404,27,billing_question,4,False
conv_000400,user_00446,2025-08-05 07:08:38.481404,2025-08-05 07:44:38.481404,36,technical_help,5,True
conv_000401,user_00370,2025-08-02 22:36:33.481404,2025-08-02 22:41:33.481404,5,general_feedback,5,True
conv_000402,user_00632,2025-07-28 11:46:00.481404,2025-07-28 11:55:00.481404,9,customer_support,3,True
conv_000403,user_00972,2025-08-16 22:08:07.481404,2025-08-16 22:15:07.481404,7,feature_request,4,True
conv_000404,user_00338,2025-08-21 05:54:00.481404,2025-08-21 05:57:00.481404,3,billing_question,4,True
conv_000405,user_00140,2025-08-07 16:10:16.481404,2025-08-07 16:40:16.481404,30,feature_request,5,True
conv_000406,user_00322,2025-07-26 18:01:52.481404,2025-07-26 18:18:52.481404,17,technical_help,4,True
conv_000407,user_00649,2025-08-26 04:14:10.481404,2025-08-26 04:26:10.481404,12,technical_help,4,True
conv_000408,user_00805,2025-08-16 15:42:41.481404,2025-08-16 15:58:41.481404,16,customer_support,5,False
conv_000409,user_00559,2025-07-26 23:22:01.481404,2025-07-26 23:27:01.481404,5,customer_support,4,True
conv_000410,user_00726,2025-07-29 20:37:21.481404,2025-07-29 21:15:21.481404,38,technical_help,5,False
conv_000411,user_00869,2025-09-24 18:07:16.481404,2025-09-24 18:15:16.481404,8,general_feedback,4,False
conv_000412,user_00311,2025-08-02 00:03:23.481404,2025-08-02 00:09:23.481404,6,general_feedback,3,True
conv_000413,user_00809,2025-08-15 02:33:31.481404,2025-08-15 02:40:31.481404,7,billing_question,5,True
conv_000414,user_00411,2025-08-30 09:16:21.481404,2025-08-30 09:34:21.481404,18,feature_request,3,True
conv_000415,user_00369,2025-09-15 15:01:57.481404,2025-09-15 15:11:57.481404,10,feature_request,5,True
conv_000416,user_00112,2025-09-22 03:53:57.481404,2025-09-22 03:58:57.481404,5,general_feedback,5,True
conv_000417,user_00663,2025-09-06 23:44:57.481404,2025-09-06 23:50:57.481404,6,feature_request,5,True
conv_000418,user_00410,2025-09-20 13:59:03.481404,2025-09-20 14:14:03.481404,15,billing_question,3,False
conv_000419,user_00265,2025-07-31 01:24:23.481404,2025-07-31 01:34:23.481404,10,general_feedback,5,True
conv_000420,user_00705,2025-09-03 08:30:07.481404,2025-09-03 08:42:07.481404,12,billing_question,4,True
conv_000421,user_00791,2025-09-13 11:35:07.481404,2025-09-13 11:44:07.481404,9,technical_help,3,True
conv_000422,user_00303,2025-08-18 21:23:57.481404,2025-08-18 21:30:57.481404,7,customer_support,5,False
conv_000423,user_00320,2025-08-11 19:30:34.481404,2025-08-11 19:49:34.481404,19,product_inquiry,5,True
conv_000424,user_00488,2025-07-18 23:35:04.481404,2025-07-18 23:54:04.481404,19,general_feedback,5,True
conv_000425,user_00069,2025-08-07 15:46:20.481404,2025-08-07 15:48:20.481404,2,general_feedback,3,False
conv_000426,user_00352,2025-09-10 09:59:08.481404,2025-09-10 10:02:08.481404,3,general_feedback,3,True
conv_000427,user_00759,2025-08-02 04:27:53.481404,2025-08-02 04:37:53.481404,10,product_inquiry,5,False
conv_000428,user_00574,2025-08-19 21:37:08.481404,2025-08-19 21:56:08.481404,19,product_inquiry,4,True
conv_000429,user_00191,2025-09-09 16:31:49.481404,2025-09-09 16:49:49.481404,18,billing_question,3,True
conv_000430,user_00905,2025-07-28 15:54:20.481404,2025-07-28 16:13:20.481404,19,feature_request,4,True
conv_000431,user_00722,2025-07-30 08:37:03.481404,2025-07-30 09:00:03.481404,23,technical_help,5,True
conv_000432,user_00065,2025-09-03 13:25:28.481404,2025-09-03 13:26:28.481404,1,feature_request,2,True
